Key,Half Life,Penetration,Effective Frequency,Retention Rate,Raw GRPs(A),Raw GRPs(B),Raw GRPs(C),Raw GRPs(D),Adstock(A),Adstock(B),Adstock(C),Adstock(D),Scale,Shape
0.8_50_12,0.8,50,12,42%,219.0705775,350.0492826,470.5960554,671.7005274,378,604,812,1159,655.1470849,3.75869479
1_50_12,1,50,12,50%,189,302,406,579.5,378,604,812,1159,655.1470849,3.75869479
2_50_12,2,50,12,71%,110.7136367,176.9075042,237.8292937,339.4632406,378,604,812,1159,655.1470849,3.75869479
3_50_12,3,50,12,79%,77.98120118,124.6048823,167.5151729,239.1010904,378,604,812,1159,655.1470849,3.75869479
4_50_12,4,50,12,84%,60.14115503,96.09856519,129.1921108,184.4010547,378,604,812,1159,655.1470849,3.75869479
5_50_12,5,50,12,87%,48.93188707,78.18745977,105.1129426,150.0318971,378,604,812,1159,655.1470849,3.75869479
6_50_12,6,50,12,89%,41.24028454,65.89717424,88.59024087,126.4483857,378,604,812,1159,655.1470849,3.75869479
7_50_12,7,50,12,91%,35.63645491,56.94290678,76.55238462,109.2662731,378,604,812,1159,655.1470849,3.75869479
8_50_12,8,50,12,92%,31.37247167,50.1295579,67.39271692,96.19231393,378,604,812,1159,655.1470849,3.75869479
9_50_12,9,50,12,93%,28.01935876,44.77167378,60.18973362,85.91120846,378,604,812,1159,655.1470849,3.75869479
10_50_12,10,50,12,93%,25.3135292,40.44807311,54.37721087,77.61476281,378,604,812,1159,655.1470849,3.75869479
11_50_12,11,50,12,94%,23.08411577,36.88572996,49.58810054,70.77907454,378,604,812,1159,655.1470849,3.75869479
12_50_12,12,50,12,94%,21.21550981,33.89991514,45.5740581,65.0496716,378,604,812,1159,655.1470849,3.75869479
0.3_51_12,0.3,51,12,10%,345.9023748,553.9842721,744.9512081,1061.127598,384,615,827,1178,666.7087011,3.759170537
0.4_51_12,0.4,51,12,18%,316.117749,506.2823324,680.805673,969.7570529,384,615,827,1178,666.7087011,3.759170537
0.6_51_12,0.6,51,12,31%,263.0475792,421.2871386,566.5113229,806.9532508,384,615,827,1178,666.7087011,3.759170537
0.8_51_12,0.8,51,12,42%,222.5478883,356.4243523,479.2893323,682.7120114,384,615,827,1178,666.7087011,3.759170537
1_51_12,1,51,12,50%,192,307.5,413.5,589,384,615,827,1178,666.7087011,3.759170537
2_51_12,2,51,12,71%,112.470996,180.1293296,242.222692,345.0282118,384,615,827,1178,666.7087011,3.759170537
3_51_12,3,51,12,79%,79.21899802,126.8741765,170.609665,243.0207804,384,615,827,1178,666.7087011,3.759170537
4_51_12,4,51,12,84%,61.09577654,97.84870462,131.5786646,187.4240228,384,615,827,1178,666.7087011,3.759170537
5_51_12,5,51,12,87%,49.70858369,79.61140357,107.0546842,152.4914364,384,615,827,1178,666.7087011,3.759170537
6_51_12,6,51,12,89%,41.89489223,67.09728834,90.2267601,128.52131,384,615,827,1178,666.7087011,3.759170537
7_51_12,7,51,12,91%,36.20211292,57.97994648,77.96652965,111.0575235,384,615,827,1178,666.7087011,3.759170537
8_51_12,8,51,12,92%,31.87044741,51.04251343,68.63765627,97.7692371,384,615,827,1178,666.7087011,3.759170537
9_51_12,9,51,12,93%,28.46411048,45.58705194,61.30161294,87.31958893,384,615,827,1178,666.7087011,3.759170537
10_51_12,10,51,12,93%,25.71533125,41.1847102,55.381716,78.88713597,384,615,827,1178,666.7087011,3.759170537
11_51_12,11,51,12,94%,23.45053031,37.55748994,50.50413688,71.93938724,384,615,827,1178,666.7087011,3.759170537
12_51_12,12,51,12,94%,21.55226393,34.5172977,46.41594341,66.11605966,384,615,827,1178,666.7087011,3.759170537
0.3_52_12,0.3,52,12,10%,352.2078868,562.9921464,757.5622322,1080.944921,391,625,841,1200,677.9011998,3.768254565
0.4_52_12,0.4,52,12,18%,321.8803121,514.5145654,692.3307993,987.8679656,391,625,841,1200,677.9011998,3.768254565
0.6_52_12,0.6,52,12,31%,267.8427174,428.137336,576.1015993,822.023685,391,625,841,1200,677.9011998,3.768254565
0.8_52_12,0.8,52,12,42%,226.6047508,362.2198702,487.4030574,695.4621508,391,625,841,1200,677.9011998,3.768254565
1_52_12,1,52,12,50%,195.5,312.5,420.5,600,391,625,841,1200,677.9011998,3.768254565
2_52_12,2,52,12,71%,114.5212486,183.0582618,246.323197,351.4718626,391,625,841,1200,677.9011998,3.768254565
3_52_12,3,52,12,79%,80.66309434,128.9371713,173.4978576,247.5593688,391,625,841,1200,677.9011998,3.768254565
4_52_12,4,52,12,84%,62.20950164,99.43974047,133.8061148,190.9243017,391,625,841,1200,677.9011998,3.768254565
5_52_12,5,52,12,87%,50.61472975,80.90589794,108.8669763,155.339324,391,625,841,1200,677.9011998,3.768254565
6_52_12,6,52,12,89%,42.65860121,68.18830116,91.75417804,130.9215382,391,625,841,1200,677.9011998,3.768254565
7_52_12,7,52,12,91%,36.86204727,58.92270984,79.28639835,113.1316029,391,625,841,1200,677.9011998,3.768254565
8_52_12,8,52,12,92%,32.45141911,51.872473,69.79959966,99.59514815,391,625,841,1200,677.9011998,3.768254565
9_52_12,9,52,12,93%,28.9829875,46.32830482,62.33936697,88.95034526,391,625,841,1200,677.9011998,3.768254565
10_52_12,10,52,12,93%,26.18410031,41.85438029,56.31925412,80.36041016,391,625,841,1200,677.9011998,3.768254565
11_52_12,11,52,12,94%,23.87801393,38.16818084,51.35910413,73.28290721,391,625,841,1200,677.9011998,3.768254565
12_52_12,12,52,12,94%,21.94514374,35.07855457,47.20170303,67.35082478,391,625,841,1200,677.9011998,3.768254565
0.3_53_12,0.3,53,12,10%,360.3149737,574.7023831,772.8756186,1103.464607,400,638,858,1225,692.0309809,3.774406397
0.4_53_12,0.4,53,12,18%,329.2893219,525.2164684,706.3255954,1008.448548,400,638,858,1225,692.0309809,3.774406397
0.6_53_12,0.6,53,12,31%,274.007895,437.0425925,587.7469348,839.1491785,400,638,858,1225,692.0309809,3.774406397
0.8_53_12,0.8,53,12,42%,231.8207169,369.7540435,497.2554379,709.9509457,400,638,858,1225,692.0309809,3.774406397
1_53_12,1,53,12,50%,200,319,429,612.5,400,638,858,1225,692.0309809,3.774406397
2_53_12,2,53,12,71%,117.1572875,186.8658736,251.3023817,358.794193,400,638,858,1225,692.0309809,3.774406397
3_53_12,3,53,12,79%,82.51978961,131.6190644,177.0049487,252.7168557,400,638,858,1225,692.0309809,3.774406397
4_53_12,4,53,12,84%,63.6414339,101.5080871,136.5108757,194.9018913,400,638,858,1225,692.0309809,3.774406397
5_53_12,5,53,12,87%,51.77977468,82.58874062,111.0676167,158.57556,400,638,858,1225,692.0309809,3.774406397
6_53_12,6,53,12,89%,43.64051274,69.60661783,93.60889984,133.6490703,400,638,858,1225,692.0309809,3.774406397
7_53_12,7,53,12,91%,37.71053429,60.1483022,80.88909606,115.4885113,400,638,858,1225,692.0309809,3.774406397
8_53_12,8,53,12,92%,33.19838272,52.95142044,71.21053093,101.6700471,400,638,858,1225,692.0309809,3.774406397
9_53_12,9,53,12,93%,29.65011509,47.29193356,63.59949686,90.80347745,400,638,858,1225,692.0309809,3.774406397
10_53_12,10,53,12,93%,26.78680339,42.7249514,57.45769326,82.03458537,400,638,858,1225,692.0309809,3.774406397
11_53_12,11,53,12,94%,24.42763574,38.962079,52.39727865,74.80963444,400,638,858,1225,692.0309809,3.774406397
12_53_12,12,53,12,94%,22.45027493,35.80818851,48.15583972,68.75396696,400,638,858,1225,692.0309809,3.774406397
0.3_54_12,0.3,54,12,10%,367.5212732,587.3134071,789.0897924,1125.083505,408,652,876,1249,706.6842476,3.769268369
0.4_54_12,0.4,54,12,18%,335.8751083,536.7415947,721.1436149,1028.205908,408,652,876,1249,706.6842476,3.769268369
0.6_54_12,0.6,54,12,31%,279.4880529,446.6328689,600.0772901,855.5896522,408,652,876,1249,706.6842476,3.769268369
0.8_54_12,0.8,54,12,42%,236.4571313,377.8677686,507.6873701,723.8601887,408,652,876,1249,706.6842476,3.769268369
1_54_12,1,54,12,50%,204,326,438,624.5,408,652,876,1249,706.6842476,3.769268369
2_54_12,2,54,12,71%,119.5004333,190.9663787,256.5744597,365.8236303,408,652,876,1249,706.6842476,3.769268369
3_54_12,3,54,12,79%,84.1701854,134.5072571,180.7183392,257.668043,408,652,876,1249,706.6842476,3.769268369
4_54_12,4,54,12,84%,64.91426258,103.7355373,139.3747402,198.7203773,408,652,876,1249,706.6842476,3.769268369
5_54_12,5,54,12,87%,52.81537018,84.40103273,113.3977066,161.6823464,408,652,876,1249,706.6842476,3.769268369
6_54_12,6,54,12,89%,44.513323,71.13403577,95.57272291,136.267501,408,652,876,1249,706.6842476,3.769268369
7_54_12,7,54,12,91%,38.46474498,61.4681709,82.5860701,117.7511433,408,652,876,1249,706.6842476,3.769268369
8_54_12,8,54,12,92%,33.86235037,54.11336383,72.70445815,103.66195,408,652,876,1249,706.6842476,3.769268369
9_54_12,9,54,12,93%,30.24311739,48.32968759,64.93375204,92.58248435,408,652,876,1249,706.6842476,3.769268369
10_54_12,10,54,12,93%,27.32253945,43.66248952,58.66309941,83.64179357,408,652,876,1249,706.6842476,3.769268369
11_54_12,11,54,12,94%,24.91618845,39.81704625,53.49652226,76.27529258,408,652,876,1249,706.6842476,3.769268369
12_54_12,12,54,12,94%,22.89928043,36.59394813,49.16610209,70.10098346,408,652,876,1249,706.6842476,3.769268369
0.3_55_12,0.3,55,12,10%,374.7275726,598.1228563,803.5023914,1145.801616,416,664,892,1272,719.2948073,3.792340177
0.4_55_12,0.4,55,12,18%,342.4608948,546.6202743,734.3151878,1047.140044,416,664,892,1272,719.2948073,3.792340177
0.6_55_12,0.6,55,12,31%,284.9682108,454.8531057,611.0376059,871.3451061,416,664,892,1272,719.2948073,3.792340177
0.8_55_12,0.8,55,12,42%,241.0935456,384.8223901,516.9601988,737.1898799,416,664,892,1272,719.2948073,3.792340177
1_55_12,1,55,12,50%,208,332,446,636,416,664,892,1272,719.2948073,3.792340177
2_55_12,2,55,12,71%,121.843579,194.4810973,261.2607512,372.5601743,416,664,892,1272,719.2948073,3.792340177
3_55_12,3,55,12,79%,85.82058119,136.9828507,184.0191308,262.4129309,416,664,892,1272,719.2948073,3.792340177
4_55_12,4,55,12,84%,66.18709125,105.6447803,141.9203976,202.3797598,416,664,892,1272,719.2948073,3.792340177
5_55_12,5,55,12,87%,53.85096567,85.95442597,115.4688975,164.6596835,416,664,892,1272,719.2948073,3.792340177
6_55_12,6,55,12,89%,45.38613325,72.44325115,97.31834342,138.7768305,416,664,892,1272,719.2948073,3.792340177
7_55_12,7,55,12,91%,39.21895567,62.59948693,84.09449148,119.9194991,416,664,892,1272,719.2948073,3.792340177
8_55_12,8,55,12,92%,34.52631803,55.10931531,74.03239346,105.570857,416,664,892,1272,719.2948073,3.792340177
9_55_12,9,55,12,93%,30.83611969,49.21919104,66.11975664,94.28736597,416,664,892,1272,719.2948073,3.792340177
10_55_12,10,55,12,93%,27.85827552,44.46609362,59.73457155,85.18203477,416,664,892,1272,719.2948073,3.792340177
11_55_12,11,55,12,94%,25.40474116,40.54987532,54.47362769,77.67988164,416,664,892,1272,719.2948073,3.792340177
12_55_12,12,55,12,94%,23.34828592,37.26745638,50.06411309,71.39187427,416,664,892,1272,719.2948073,3.792340177
0.3_56_12,0.3,56,12,10%,380.1322973,607.1307307,816.1134154,1165.61894,422,674,906,1294,730.9609444,3.779760713
0.4_56_12,0.4,56,12,18%,347.4002346,554.8525074,745.8403141,1065.250956,422,674,906,1294,730.9609444,3.779760713
0.6_56_12,0.6,56,12,31%,289.0783292,461.7033031,620.6278822,886.4155404,422,674,906,1294,730.9609444,3.779760713
0.8_56_12,0.8,56,12,42%,244.5708564,390.6179081,525.0739239,749.9400193,422,674,906,1294,730.9609444,3.779760713
1_56_12,1,56,12,50%,211,337,453,647,422,674,906,1294,730.9609444,3.779760713
2_56_12,2,56,12,71%,123.6009383,197.4100295,265.3612562,379.0038251,422,674,906,1294,730.9609444,3.779760713
3_56_12,3,56,12,79%,87.05837803,139.0458455,186.9073235,266.9515194,422,674,906,1294,730.9609444,3.779760713
4_56_12,4,56,12,84%,67.14171276,107.2358161,144.1478478,205.8800387,422,674,906,1294,730.9609444,3.779760713
5_56_12,5,56,12,87%,54.62766229,87.24892034,117.2811897,167.5075711,422,674,906,1294,730.9609444,3.779760713
6_56_12,6,56,12,89%,46.04074094,73.53426397,98.84576136,141.1770587,422,674,906,1294,730.9609444,3.779760713
7_56_12,7,56,12,91%,39.78461368,63.54225029,85.41436018,121.9935784,422,674,906,1294,730.9609444,3.779760713
8_56_12,8,56,12,92%,35.02429377,55.93927488,75.19433686,107.3967681,422,674,906,1294,730.9609444,3.779760713
9_56_12,9,56,12,93%,31.28087141,49.96044392,67.15751067,95.9181223,422,674,906,1294,730.9609444,3.779760713
10_56_12,10,56,12,93%,28.26007757,45.1357637,60.67210967,86.65530895,422,674,906,1294,730.9609444,3.779760713
11_56_12,11,56,12,94%,25.7711557,41.16056621,55.32859494,79.0234016,422,674,906,1294,730.9609444,3.779760713
12_56_12,12,56,12,94%,23.68504005,37.82871325,50.84987271,72.62663939,422,674,906,1294,730.9609444,3.779760713
0.3_57_12,0.3,57,12,10%,388.2393842,619.7417548,831.4268018,1185.436263,431,688,923,1316,744.7614894,3.801511102
0.4_57_12,0.4,57,12,18%,354.8092443,566.3776336,759.8351102,1083.361869,431,688,923,1316,744.7614894,3.801511102
0.6_57_12,0.6,57,12,31%,295.2435069,471.2935794,632.2732177,901.4859746,431,688,923,1316,744.7614894,3.801511102
0.8_57_12,0.8,57,12,42%,249.7868225,398.7316332,534.9263044,762.6901588,431,688,923,1316,744.7614894,3.801511102
1_57_12,1,57,12,50%,215.5,344,461.5,658,431,688,923,1316,744.7614894,3.801511102
2_57_12,2,57,12,71%,126.2369773,201.5105345,270.340441,385.447476,431,688,923,1316,744.7614894,3.801511102
3_57_12,3,57,12,79%,88.9150733,141.9340381,190.4144145,271.4901078,431,688,923,1316,744.7614894,3.801511102
4_57_12,4,57,12,84%,68.57364503,109.4632663,146.8526087,209.3803175,431,688,923,1316,744.7614894,3.801511102
5_57_12,5,57,12,87%,55.79270722,89.06121245,119.4818301,170.3554587,431,688,923,1316,744.7614894,3.801511102
6_57_12,6,57,12,89%,47.02265248,75.06168192,100.7004832,143.5772869,431,688,923,1316,744.7614894,3.801511102
7_57_12,7,57,12,91%,40.6331007,64.86211899,87.01705788,124.0676578,431,688,923,1316,744.7614894,3.801511102
8_57_12,8,57,12,92%,35.77125738,57.10121828,76.60526812,109.2226791,431,688,923,1316,744.7614894,3.801511102
9_57_12,9,57,12,93%,31.947999,50.99819795,68.41764056,97.54887863,431,688,923,1316,744.7614894,3.801511102
10_57_12,10,57,12,93%,28.86278065,46.07330182,61.81054881,88.12858314,431,688,923,1316,744.7614894,3.801511102
11_57_12,11,57,12,94%,26.3207775,42.01553346,56.36676946,80.36692157,431,688,923,1316,744.7614894,3.801511102
12_57_12,12,57,12,94%,24.19017123,38.61447287,51.80400939,73.86140451,431,688,923,1316,744.7614894,3.801511102
0.3_58_12,0.3,58,12,10%,393.6441088,627.8488417,844.0378259,1205.253587,437,697,937,1338,755.6365604,3.790651598
0.4_58_12,0.4,58,12,18%,359.7485842,573.7866434,771.3602365,1101.472782,437,697,937,1338,755.6365604,3.790651598
0.6_58_12,0.6,58,12,31%,299.3536253,477.4587571,641.8634941,916.5564088,437,697,937,1338,755.6365604,3.790651598
0.8_58_12,0.8,58,12,42%,253.2641333,403.9475993,543.0400295,775.4402982,437,697,937,1338,755.6365604,3.790651598
1_58_12,1,58,12,50%,218.5,348.5,468.5,669,437,697,937,1338,755.6365604,3.790651598
2_58_12,2,58,12,71%,127.9943366,204.1465735,274.440946,391.8911268,437,697,937,1338,755.6365604,3.790651598
3_58_12,3,58,12,79%,90.15287014,143.7907334,193.3026072,276.0286962,437,697,937,1338,755.6365604,3.790651598
4_58_12,4,58,12,84%,69.52826653,110.8951986,149.0800589,212.8805964,437,697,937,1338,755.6365604,3.790651598
5_58_12,5,58,12,87%,56.56940384,90.22625738,121.2941222,173.2033463,437,697,937,1338,755.6365604,3.790651598
6_58_12,6,58,12,89%,47.67726017,76.04359346,102.2279011,145.9775151,437,697,937,1338,755.6365604,3.790651598
7_58_12,7,58,12,91%,41.19875872,65.71060601,88.33692658,126.1417372,437,697,937,1338,755.6365604,3.790651598
8_58_12,8,58,12,92%,36.26923312,57.84818189,77.76721152,111.0485902,437,697,937,1338,755.6365604,3.790651598
9_58_12,9,58,12,93%,32.39275073,51.66532554,69.45539459,99.17963496,437,697,937,1338,755.6365604,3.790651598
10_58_12,10,58,12,93%,29.2645827,46.6760049,62.74808693,89.60185732,437,697,937,1338,755.6365604,3.790651598
11_58_12,11,58,12,94%,26.68719204,42.56515527,57.22173671,81.71044153,437,697,937,1338,755.6365604,3.790651598
12_58_12,12,58,12,94%,24.52692536,39.11960406,52.58976902,75.09616963,437,697,937,1338,755.6365604,3.790651598
0.3_59_12,0.3,59,12,10%,400.8504082,640.4598658,861.1527871,1228.67406,445,711,956,1364,770.7712969,3.77805446
0.4_59_12,0.4,59,12,18%,366.3343706,585.3117696,787.0014793,1122.876588,445,711,956,1364,770.7712969,3.77805446
0.6_59_12,0.6,59,12,31%,304.8337832,487.0490334,654.8788691,934.366922,445,711,956,1364,770.7712969,3.77805446
0.8_59_12,0.8,59,12,42%,257.9005476,412.0613244,554.0515135,790.5086448,445,711,956,1364,770.7712969,3.77805446
1_59_12,1,59,12,50%,222.5,355.5,478,682,445,711,956,1364,770.7712969,3.77805446
2_59_12,2,59,12,71%,130.3374824,208.2470786,280.0059172,399.5063505,445,711,956,1364,770.7712969,3.77805446
3_59_12,3,59,12,79%,91.80326594,146.678926,197.2222972,281.3924826,445,711,956,1364,770.7712969,3.77805446
4_59_12,4,59,12,84%,70.80109521,113.1226488,152.103027,217.0172896,445,711,956,1364,770.7712969,3.77805446
5_59_12,5,59,12,87%,57.60499933,92.0385495,123.7536615,176.5690317,445,711,956,1364,770.7712969,3.77805446
6_59_12,6,59,12,89%,48.55007043,77.5710114,104.3008255,148.8141485,445,711,956,1364,770.7712969,3.77805446
7_59_12,7,59,12,91%,41.9529694,67.03047471,90.12817696,128.5929219,445,711,956,1364,770.7712969,3.77805446
8_59_12,8,59,12,92%,36.93320077,59.01012528,79.3441347,113.2064851,445,711,956,1364,770.7712969,3.77805446
9_59_12,9,59,12,93%,32.98575303,52.70307956,70.86377505,101.1068924,445,711,956,1364,770.7712969,3.77805446
10_59_12,10,59,12,93%,29.80031877,47.61354302,64.02046009,91.34299954,445,711,956,1364,770.7712969,3.77805446
11_59_12,11,59,12,94%,27.17574476,43.42012252,58.38204941,83.29823786,445,711,956,1364,770.7712969,3.77805446
12_59_12,12,59,12,94%,24.97593086,39.90536368,53.65615708,76.5554375,445,711,956,1364,770.7712969,3.77805446
0.3_60_12,0.3,60,12,10%,407.1559203,651.269315,875.5653861,1248.491384,452,723,972,1386,783.7337263,3.772109118
0.4_60_12,0.4,60,12,18%,372.0969337,595.1904493,800.1730522,1140.9875,452,723,972,1386,783.7337263,3.772109118
0.6_60_12,0.6,60,12,31%,309.6289214,495.2692702,665.8391849,949.4373562,452,723,972,1386,783.7337263,3.772109118
0.8_60_12,0.8,60,12,42%,261.9574102,419.0159459,563.3243422,803.2587842,452,723,972,1386,783.7337263,3.772109118
1_60_12,1,60,12,50%,226,361.5,486,693,452,723,972,1386,783.7337263,3.772109118
2_60_12,2,60,12,71%,132.3877349,211.7617972,284.6922087,405.9500013,452,723,972,1386,783.7337263,3.772109118
3_60_12,3,60,12,79%,93.24736226,149.1545197,200.5230887,285.931071,452,723,972,1386,783.7337263,3.772109118
4_60_12,4,60,12,84%,71.91482031,115.0318918,154.6486844,220.5175685,452,723,972,1386,783.7337263,3.772109118
5_60_12,5,60,12,87%,58.51114539,93.59194274,125.8248525,179.4169193,452,723,972,1386,783.7337263,3.772109118
6_60_12,6,60,12,89%,49.3137794,78.88022678,106.046446,151.2143767,452,723,972,1386,783.7337263,3.772109118
7_60_12,7,60,12,91%,42.61290375,68.16179074,91.63659834,130.6670013,452,723,972,1386,783.7337263,3.772109118
8_60_12,8,60,12,92%,37.51417247,60.00607676,80.67207001,115.0323961,452,723,972,1386,783.7337263,3.772109118
9_60_12,9,60,12,93%,33.50463005,53.59258302,72.04977966,102.7376488,452,723,972,1386,783.7337263,3.772109118
10_60_12,10,60,12,93%,30.26908783,48.41714712,65.09193223,92.81627373,452,723,972,1386,783.7337263,3.772109118
11_60_12,11,60,12,94%,27.60322838,44.15295159,59.35915484,84.64175782,452,723,972,1386,783.7337263,3.772109118
12_60_12,12,60,12,94%,25.36881067,40.57887193,54.55416807,77.79020262,452,723,972,1386,783.7337263,3.772109118
0.3_61_12,0.3,61,12,10%,416.1637946,662.0787642,889.0771976,1269.209495,462,735,987,1409,796.1354693,3.809909684
0.4_61_12,0.4,61,12,18%,380.3291668,605.069129,812.5214017,1159.921636,462,735,987,1409,796.1354693,3.809909684
0.6_61_12,0.6,61,12,31%,316.4791187,503.4895071,676.1144809,965.1928102,462,735,987,1409,796.1354693,3.809909684
0.8_61_12,0.8,61,12,42%,267.7529281,425.9705674,572.0176191,816.5884755,462,735,987,1409,796.1354693,3.809909684
1_61_12,1,61,12,50%,231,367.5,493.5,704.5,462,735,987,1409,796.1354693,3.809909684
2_61_12,2,61,12,71%,135.3166671,215.2765158,289.085607,412.6865453,462,735,987,1409,796.1354693,3.809909684
3_61_12,3,61,12,79%,95.310357,151.6301134,203.6175809,290.6759589,462,735,987,1409,796.1354693,3.809909684
4_61_12,4,61,12,84%,73.50585615,116.9411348,157.0352381,224.1769509,462,735,987,1409,796.1354693,3.809909684
5_61_12,5,61,12,87%,59.80563976,95.14533598,127.766594,182.3942563,462,735,987,1409,796.1354693,3.809909684
6_61_12,6,61,12,89%,50.40479222,80.18944217,107.6829652,153.7237061,462,735,987,1409,796.1354693,3.809909684
7_61_12,7,61,12,91%,43.55566711,69.29310677,93.05074337,132.8353571,462,735,987,1409,796.1354693,3.809909684
8_61_12,8,61,12,92%,38.34413204,61.00202824,81.91700936,116.9413031,462,735,987,1409,796.1354693,3.809909684
9_61_12,9,61,12,93%,34.24588292,54.48208647,73.16165897,104.4425304,462,735,987,1409,796.1354693,3.809909684
10_61_12,10,61,12,93%,30.93875791,49.22075122,66.09643735,94.35651492,462,735,987,1409,796.1354693,3.809909684
11_61_12,11,61,12,94%,28.21391927,44.88578066,60.27519118,86.04634688,462,735,987,1409,796.1354693,3.809909684
12_61_12,12,61,12,94%,25.93006754,41.25238018,55.39605338,79.08109343,462,735,987,1409,796.1354693,3.809909684
0.3_62_12,0.3,62,12,10%,422.4693067,673.7890008,904.390584,1290.828393,469,748,1004,1433,810.0762861,3.803940064
0.4_62_12,0.4,62,12,18%,386.0917299,615.7710319,826.5161979,1179.678996,469,748,1004,1433,810.0762861,3.803940064
0.6_62_12,0.6,62,12,31%,321.2742569,512.3947637,687.7598165,981.6332839,469,748,1004,1433,810.0762861,3.803940064
0.8_62_12,0.8,62,12,42%,271.8097906,433.5047407,581.8699995,830.4977185,469,748,1004,1433,810.0762861,3.803940064
1_62_12,1,62,12,50%,234.5,374,502,716.5,469,748,1004,1433,810.0762861,3.803940064
2_62_12,2,62,12,71%,137.3669196,219.0841277,294.0647917,419.7159826,469,748,1004,1433,810.0762861,3.803940064
3_62_12,3,62,12,79%,96.75445331,154.3120066,207.1246719,295.6271463,469,748,1004,1433,810.0762861,3.803940064
4_62_12,4,62,12,84%,74.61958125,119.0094814,159.7399991,227.9954369,469,748,1004,1433,810.0762861,3.803940064
5_62_12,5,62,12,87%,60.71178581,96.82817865,129.9672345,185.5010428,469,748,1004,1433,810.0762861,3.803940064
6_62_12,6,62,12,89%,51.16850119,81.60775883,109.537687,156.3421369,469,748,1004,1433,810.0762861,3.803940064
7_62_12,7,62,12,91%,44.21560146,70.51869913,94.65344108,135.0979891,469,748,1004,1433,810.0762861,3.803940064
8_62_12,8,62,12,92%,38.92510374,62.08097568,83.32794062,118.9332061,469,748,1004,1433,810.0762861,3.803940064
9_62_12,9,62,12,93%,34.76475994,55.44571521,74.42178886,106.2215373,469,748,1004,1433,810.0762861,3.803940064
10_62_12,10,62,12,93%,31.40752697,50.09132233,67.2348765,95.96372313,469,748,1004,1433,810.0762861,3.803940064
11_62_12,11,62,12,94%,28.6414029,45.67967883,61.3133657,87.51200502,469,748,1004,1433,810.0762861,3.803940064
12_62_12,12,62,12,94%,26.32294735,41.98201411,56.35019007,80.42810993,469,748,1004,1433,810.0762861,3.803940064
0.3_63_12,0.3,63,12,10%,428.7748187,684.59845,918.8031829,1309.744929,476,760,1020,1454,822.9428724,3.790877472
0.4_63_12,0.4,63,12,18%,391.854293,625.6497116,839.6877708,1196.966685,476,760,1020,1454,822.9428724,3.790877472
0.6_63_12,0.6,63,12,31%,326.0693951,520.6150005,698.7201323,996.0186984,476,760,1020,1454,822.9428724,3.790877472
0.8_63_12,0.8,63,12,42%,275.8666532,440.4593622,591.1428282,842.6683061,476,760,1020,1454,822.9428724,3.790877472
1_63_12,1,63,12,50%,238,380,510,727,476,760,1020,1454,822.9428724,3.790877472
2_63_12,2,63,12,71%,139.4171722,222.5988463,298.7510832,425.8667402,476,760,1020,1454,822.9428724,3.790877472
3_63_12,3,63,12,79%,98.19854963,156.7876003,210.4254635,299.9594352,476,760,1020,1454,822.9428724,3.790877472
4_63_12,4,63,12,84%,75.73330634,120.9187244,162.2856564,231.3366122,476,760,1020,1454,822.9428724,3.790877472
5_63_12,5,63,12,87%,61.61793187,98.38157189,132.0384254,188.219481,476,760,1020,1454,822.9428724,3.790877472
6_63_12,6,63,12,89%,51.93221017,82.91697421,111.2833075,158.6332638,476,760,1020,1454,822.9428724,3.790877472
7_63_12,7,63,12,91%,44.87553581,71.65001516,96.16186245,137.0777922,476,760,1020,1454,822.9428724,3.790877472
8_63_12,8,63,12,92%,39.50607543,63.07692716,84.65587593,120.6761212,476,760,1020,1454,822.9428724,3.790877472
9_63_12,9,63,12,93%,35.28363695,56.33521866,75.60779347,107.7781683,476,760,1020,1454,822.9428724,3.790877472
10_63_12,10,63,12,93%,31.87629603,50.89492643,68.30634863,97.37003031,476,760,1020,1454,822.9428724,3.790877472
11_63_12,11,63,12,94%,29.06888653,46.4125079,62.29047113,88.7944559,476,760,1020,1454,822.9428724,3.790877472
12_63_12,12,63,12,94%,26.71582716,42.65552236,57.24820106,81.60674936,476,760,1020,1454,822.9428724,3.790877472
0.3_64_12,0.3,64,12,10%,437.782693,696.3086867,934.1165693,1333.165403,486,773,1037,1480,836.6239578,3.818440814
0.4_64_12,0.4,64,12,18%,400.0865261,636.3516145,853.682567,1218.370491,486,773,1037,1480,836.6239578,3.818440814
0.6_64_12,0.6,64,12,31%,332.9195924,529.5202571,710.3654678,1013.829212,486,773,1037,1480,836.6239578,3.818440814
0.8_64_12,0.8,64,12,42%,281.6621711,447.9935355,600.9952087,857.7366527,486,773,1037,1480,836.6239578,3.818440814
1_64_12,1,64,12,50%,243,386.5,518.5,740,486,773,1037,1480,836.6239578,3.818440814
2_64_12,2,64,12,71%,142.3461043,226.4064581,303.7302679,433.4819638,486,773,1037,1480,836.6239578,3.818440814
3_64_12,3,64,12,79%,100.2615444,159.4694934,213.9325546,305.3232215,486,773,1037,1480,836.6239578,3.818440814
4_64_12,4,64,12,84%,77.32434219,122.987071,164.9904174,235.4733054,486,773,1037,1480,836.6239578,3.818440814
5_64_12,5,64,12,87%,62.91242624,100.0644146,134.2390659,191.5851663,486,773,1037,1480,836.6239578,3.818440814
6_64_12,6,64,12,89%,53.02322298,84.33529088,113.1380293,161.4698972,486,773,1037,1480,836.6239578,3.818440814
